scraped_date,scraped_time,product_name,product_sku,variant_sku,product_weight,category,member_price,regular_price,final_price,life_stage
02/27/2023, 12:15:29,SavourLife Australian Chicken Dog Training Treat 165g,133073,N/A,165g,Dog-Treats,,14.99,14.99,Puppy
02/27/2023, 12:15:29,Whimzees Veggie Ear Dog Treat Each,132563,N/A,N/A,Dog-Treats,,4.49,4.49,
02/27/2023, 12:15:29,Icelandic+ Cod Skin Strips Long Dog Treat 45-55cm,140632,N/A,N/A,Dog-Treats,,9.99,7.99,Adult:All:Puppy:Senior
02/27/2023, 12:15:29,Icelandic+ Herring Whole Fish Dog Treat 85g,140629,N/A,85g,Dog-Treats,,29.99,23.99,Adult:All:Puppy:Senior
02/27/2023, 12:15:29,Leaps & Bounds Chicken & 3 Veg Meaty Puppy Treat 300g,141654,N/A,300g,Dog-Treats,,17.99,17.99,Puppy
02/27/2023, 12:15:29,Nothin to Hide Peanut Butter Roll Dog Treat,nothin-to-hide-peanut-butter-roll-dog-treat,142941,Small,Dog-Treats,,11.49,9.19,Adult
02/27/2023, 12:15:29,Nothin to Hide Peanut Butter Roll Dog Treat,nothin-to-hide-peanut-butter-roll-dog-treat,142943,Large,Dog-Treats,,20.99,16.79,Adult
02/27/2023, 12:15:29,Whimzees Brushzees Dog Treat Variety Value Box Mx28,142936,N/A,N/A,Dog-Treats,,52.99,52.99,Adult
02/27/2023, 12:15:29,Butcher's Superior Cuts Beef Weasand Jerky Dog Treat 200g,3215085,N/A,200g,Dog-Treats,,22.99,22.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Long Last Beef Ear Dog Treat,butcher's-superior-cuts-long-last-beef-ear-dog-treat,136194,850g,Dog-Treats,,76.99,76.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Long Last Beef Ear Dog Treat,butcher's-superior-cuts-long-last-beef-ear-dog-treat,136195,1.3kg,Dog-Treats,,69.99,69.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Long Last Beef Ear Dog Treat,butcher's-superior-cuts-long-last-beef-ear-dog-treat,136376,200g,Dog-Treats,,19.99,19.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Long Last Beef Ear Dog Treat,butcher's-superior-cuts-long-last-beef-ear-dog-treat,136192,400g,Dog-Treats,,46.99,46.99,All
02/27/2023, 12:15:29,Daily Bark Variety Semi Moist Dog Treat,daily-bark-variety-semi-moist-dog-treat,138296,500g,Dog-Treats,,19.49,19.49,All
02/27/2023, 12:15:29,Daily Bark Variety Semi Moist Dog Treat,daily-bark-variety-semi-moist-dog-treat,138297,225g,Dog-Treats,,10.99,10.99,All
02/27/2023, 12:15:29,Daily Bark Variety Semi Moist Dog Treat,daily-bark-variety-semi-moist-dog-treat,123933,500gx15,Dog-Treats,,194.55,194.55,All
02/27/2023, 12:15:29,Leaps & Bounds Charcoal Chicken Baked Dog Treat 500g,141653,N/A,500g,Dog-Treats,,16.99,16.99,Adult
02/27/2023, 12:15:29,Leaps & Bounds Duck With Pumpkin Dog Hearty Bites 200g,142520,N/A,200g,Dog-Treats,,14.99,14.99,Adult
02/27/2023, 12:15:29,Providore Variety Pack Dog Treat 100g 4Pack,138820,N/A,N/A,Dog-Treats,,43.99,43.99,All
02/27/2023, 12:15:29,Nothin to Hide Chicken Flip Chips Dog Treat 8PK,142946,N/A,N/A,Dog-Treats,,23.99,19.19,Adult
02/27/2023, 12:15:29,Nothin to Hide Peanut Butter Flip Chips Dog Treat 8PK,142947,N/A,N/A,Dog-Treats,,23.99,19.19,Adult
02/27/2023, 12:15:29,Wagalot Doggy Fun Food Birthday In A Box Dog Treat Blue,142761,N/A,N/A,Dog-Treats,,16.99,16.99,Adult
02/27/2023, 12:15:29,Whimzees Brushzees Dog Treat Variety Value Box Sx56,142935,N/A,N/A,Dog-Treats,,52.99,52.99,Adult
02/27/2023, 12:15:29,Wagalot Doggy Fun Food Dinosaur Bones Box Dog Treat 240g,142918,N/A,240g,Dog-Treats,,15.99,15.99,All
02/27/2023, 12:15:29,Providore Lamb & Sweet Potato Dog Treat 100g,138816,N/A,100g,Dog-Treats,,12.49,12.49,All
02/27/2023, 12:15:29,Whimzees Brushzees Dog Treat Variety Value Box Lx14,142937,N/A,N/A,Dog-Treats,,52.99,52.99,Adult
02/27/2023, 12:15:29,Nothin to Hide Chicken Roll Dog Treat,nothin-to-hide-chicken-roll-dog-treat,142940,Small,Dog-Treats,,11.49,9.19,Adult
02/27/2023, 12:15:29,Nothin to Hide Chicken Roll Dog Treat,nothin-to-hide-chicken-roll-dog-treat,142942,Large,Dog-Treats,,20.99,16.79,Adult
02/27/2023, 12:15:29,Black Hawk Dog Treats - Chicken Jerky Sticks 100g,141528,N/A,100g,Dog-Treats,,14.99,14.99,All
02/27/2023, 12:15:29,Leaps & Bounds Kangaroo & Sweet Potato Baked Dog Treat 500g,139648,N/A,500g,Dog-Treats,,16.99,16.99,Adult
02/27/2023, 12:15:29,Leaps & Bounds Chicken With Cranberry Dog Jerky,leaps-&-bounds-chicken-with-cranberry-dog-jerky,142516,450g,Dog-Treats,,26.99,26.99,Adult
02/27/2023, 12:15:29,Leaps & Bounds Chicken With Cranberry Dog Jerky,leaps-&-bounds-chicken-with-cranberry-dog-jerky,142515,180g,Dog-Treats,,16.99,10,Adult
02/27/2023, 12:15:29,Wagalot Livermite Cookies Dog Treat 260g,142919,N/A,260g,Dog-Treats,,16.99,16.99,All
02/27/2023, 12:15:29,Greenies Original 1.02kg Value Pack Petite Dog Dental Treat,136370,N/A,N/A,Dog-Treats,49.99,69.99,69.99,Adult
02/27/2023, 12:15:29,Barkers Best Cheese Biscuit Dog Treat 750g,138135,N/A,750g,Dog-Treats,,8.99,6,Adult:All:Puppy:Senior
02/27/2023, 12:15:29,Balanced Life Bully Stick Dog Treat 15cm,141512,N/A,N/A,Dog-Treats,,6.49,3.89,All
02/27/2023, 12:15:29,Greenies Original 1.02kg Value Pack Teenie Dog Dental Treat,136371,N/A,N/A,Dog-Treats,49.99,69.99,69.99,Adult
02/27/2023, 12:15:29,Butcher's Superior Cuts Pork Ear Dog Treat,butcher's-superior-cuts-aust-pork-ear-dog-treat,123904,10PK,Dog-Treats,,37.99,37.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Pork Ear Dog Treat,butcher's-superior-cuts-aust-pork-ear-dog-treat,123905,20PK,Dog-Treats,,71.99,71.99,All
02/27/2023, 12:15:29,Savourlife Chicken Biscuit Dog Treat 500g,508007,N/A,500g,Dog-Treats,,14.99,10.99,Adult
02/27/2023, 12:15:29,Butcher's Superior Cuts Beef Ear Dog Treat,136191,N/A,N/A,Dog-Treats,,4.99,4.99,Adult:Puppy:Senior
02/27/2023, 12:15:29,Barkers Best Biscuit Bone Chicken Dog Treat 750g,124201,N/A,750g,Dog-Treats,,8.99,6,Adult:All:Puppy:Senior
02/27/2023, 12:15:29,Love Em Kangaroo Training Dog Treat 400g,141650,N/A,400g,Dog-Treats,,8.99,8.99,All
02/27/2023, 12:15:29,Daily Bark Bacon Rawhide Free Puffy Twists Dog Treat 6PK,142901,N/A,N/A,Dog-Treats,,6.99,6.99,Adult:All
02/27/2023, 12:15:29,Leaps & Bounds Beef & Honey Carrot Dog Jerky,leaps-&-bounds-beef-&-honey-carrot-dog-jerky,142513,180g,Dog-Treats,,16.99,10,Adult
02/27/2023, 12:15:29,Leaps & Bounds Beef & Honey Carrot Dog Jerky,leaps-&-bounds-beef-&-honey-carrot-dog-jerky,142514,450g,Dog-Treats,,26.99,26.99,Adult
02/27/2023, 12:15:29,Balanced Life Bully Stick Dog Treat 7PK,141514,N/A,N/A,Dog-Treats,,36.99,22.19,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Smoked Beef Trachea Dog Treat 15cm,139526,N/A,N/A,Dog-Treats,,7.99,7.99,Adult:All:Puppy
02/27/2023, 12:15:29,Probalance Toothbrush Parsley & Mint Medium Dog Treat,probalance-toothbrush-parsley-&-mint-medium-dog-treat,3218868,6PK,Dog-Treats,,5.79,4,Adult
02/27/2023, 12:15:29,Probalance Toothbrush Parsley & Mint Medium Dog Treat,probalance-toothbrush-parsley-&-mint-medium-dog-treat,3218871,29PK,Dog-Treats,24.99,28.99,28.99,Adult
02/27/2023, 12:15:29,Probalance Toothbrush Parsley & Mint Medium Dog Treat,probalance-toothbrush-parsley-&-mint-medium-dog-treat,3218873,57PK,Dog-Treats,41.99,48.99,48.99,Adult
02/27/2023, 12:15:29,Barkers Best Biscuit Bone Beef Dog Treat 750g,124202,N/A,750g,Dog-Treats,,8.99,6,Adult:All:Puppy:Senior
02/27/2023, 12:15:29,Savourlife Australian Kangaroo Strips Dog Treat 165g,130700,N/A,165g,Dog-Treats,,14.99,14.99,
02/27/2023, 12:15:29,Pedigree Dentastix Large Breed Dog Treat 56 Pack,125207,N/A,N/A,Dog-Treats,,38.99,38.99,All
02/27/2023, 12:15:29,SavourLife Australian Puppy Training Treat 165g,142922,N/A,165g,Dog-Treats,,14.99,14.99,Puppy
02/27/2023, 12:15:29,SavourLife Australian Salmon Dog Training Treat 150g,142921,N/A,150g,Dog-Treats,,14.99,14.99,Adult
02/27/2023, 12:15:29,Black Hawk Dog Treats - Puppy Chicken Jerky Bites 100g,141529,N/A,100g,Dog-Treats,,14.99,14.99,Puppy
02/27/2023, 12:15:29,Balanced Life Bully Stick Pretzel Dog Treat 58g,141515,N/A,58g,Dog-Treats,,19.99,11.99,All
02/27/2023, 12:15:29,Love Em Air Dried Beef Liver Dog Treat 200g,139654,N/A,200g,Dog-Treats,,10.99,10.99,All
02/27/2023, 12:15:29,Love Em Air Dried Beef Liver Dog Treat 500g,141648,N/A,500g,Dog-Treats,,27.99,27.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Beef Liver Thins Dog Treat,butcher's-superior-cuts-beef-liver-thins-dog-treat,139553,1kg,Dog-Treats,,39.99,39.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Beef Liver Thins Dog Treat,butcher's-superior-cuts-beef-liver-thins-dog-treat,142257,130g,Dog-Treats,,14.99,14.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Beef Liver Thins Dog Treat,butcher's-superior-cuts-beef-liver-thins-dog-treat,142258,350g,Dog-Treats,,26.99,26.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Beef Liver Thins Dog Treat,butcher's-superior-cuts-beef-liver-thins-dog-treat,142259,750g,Dog-Treats,,49.99,49.99,All
02/27/2023, 12:15:29,Probalance Dental Bar Peanut Butter Large Dog Treat 2Pk,3218893,N/A,N/A,Dog-Treats,,8.49,8.49,Adult
02/27/2023, 12:15:29,Probalance Puppy Calcium Bones Natural Dog Treat 17Pk,3218900,N/A,N/A,Dog-Treats,,11.49,11.49,Puppy
02/27/2023, 12:15:29,Yours Droolly Chicken Tenders Dog Treat 500g,140634,N/A,500g,Dog-Treats,,41.99,41.99,Adult:All:Puppy:Senior
02/27/2023, 12:15:29,Love Em Beef Liver Rewards Puppy Treat 400g,141649,N/A,400g,Dog-Treats,,11.99,11.99,Puppy
02/27/2023, 12:15:29,Watch & Grow Braided Bully Stick Dog Treat Small,136725,N/A,N/A,Dog-Treats,,11.99,11.99,Adult:Puppy
02/27/2023, 12:15:29,Greenies Original 340g Teenie Dog Dental Treat,121533,N/A,N/A,Dog-Treats,26.99,31.99,31.99,Adult
02/27/2023, 12:15:29,Providore Chicken with Green Lipped Mussel Dog Treat 100g,138815,N/A,100g,Dog-Treats,,12.49,12.49,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Roo Filled Beef Hooves Dog Treat,139539,N/A,N/A,Dog-Treats,,11.99,11.99,Adult:All:Puppy
02/27/2023, 12:15:29,Butcher's Superior Cuts Roo Tail Disc Dog Treat Loose,139540,N/A,N/A,Dog-Treats,,3.99,3.99,Adult:All:Puppy
02/27/2023, 12:15:29,Leaps & Bounds Milk With Vanilla Puppy Milky Sticks,leaps-&-bounds-milk-with-vanilla-puppy-milky-sticks,142509,180g,Dog-Treats,,9.99,9.99,Puppy
02/27/2023, 12:15:29,Leaps & Bounds Milk With Vanilla Puppy Milky Sticks,leaps-&-bounds-milk-with-vanilla-puppy-milky-sticks,142510,400g,Dog-Treats,,19.99,19.99,Puppy
02/27/2023, 12:15:29,Butcher's Superior Cuts Whole Goat Horn Dog Treat,butcher's-superior-cuts-whole-goat-horn-dog-treat,3216435,Large,Dog-Treats,,24.99,24.99,Adult:All:Puppy
02/27/2023, 12:15:29,Butcher's Superior Cuts Whole Goat Horn Dog Treat,butcher's-superior-cuts-whole-goat-horn-dog-treat,3216436,Small,Dog-Treats,,18.99,18.99,Adult:All:Puppy
02/27/2023, 12:15:29,Butcher's Superior Cuts Pork Bone Small Dog Treat,bsc-hickory-smoked-pork-bone-small-dog-treat,142353,1PK,Dog-Treats,,5.99,5.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Pork Bone Small Dog Treat,bsc-hickory-smoked-pork-bone-small-dog-treat,142355,3PK,Dog-Treats,,16.99,16.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Smoked Roo Tendon Dog Treat Loose,139528,N/A,N/A,Dog-Treats,,8.99,8.99,Adult:All:Puppy
02/27/2023, 12:15:29,Providore Venison & Mackerel Dog Treat 100g,138817,N/A,100g,Dog-Treats,,12.49,12.49,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Natural Beef Hooves Dog Treat Loose,139538,N/A,N/A,Dog-Treats,,4.49,4.49,Adult:Puppy:Senior
02/27/2023, 12:15:29,Greenies Original 340g Regular Dog Dental Treat,121535,N/A,N/A,Dog-Treats,26.99,31.99,31.99,Adult
02/27/2023, 12:15:29,Probalance Wellbeing Bar Hip & Joint Dog Treat,probalance-well-being-bar-hip-&-joint-dog-treat,3218905,1PK,Dog-Treats,,4.29,3,Adult
02/27/2023, 12:15:29,Probalance Wellbeing Bar Hip & Joint Dog Treat,probalance-well-being-bar-hip-&-joint-dog-treat,3218906,6PK,Dog-Treats,,23.99,23.99,Adult
02/27/2023, 12:15:29,Probalance Wellbeing Bar Calming Dog Treat,probalance-well-being-bar-calming-dog-treat,3218909,1PK,Dog-Treats,,4.29,3,Adult
02/27/2023, 12:15:29,Probalance Wellbeing Bar Calming Dog Treat,probalance-well-being-bar-calming-dog-treat,3218910,6PK,Dog-Treats,,23.99,23.99,Adult
02/27/2023, 12:15:29,Black Dog Australian Chicken Breast Dog Treat 500g,139523,N/A,500g,Dog-Treats,,44.99,44.99,All
02/27/2023, 12:15:29,Black Hawk Dog Treats - Kangaroo Jerky Sticks 100g,141526,N/A,100g,Dog-Treats,,14.99,14.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Beef Tendon Large Dog Treat 30cm,139530,N/A,N/A,Dog-Treats,,11.99,11.99,Adult:All:Puppy
02/27/2023, 12:15:29,Probalance Toothbrush Variety Pack Small Dog Treat 59Pk,3218887,N/A,N/A,Dog-Treats,24.99,28.99,28.99,Adult
02/27/2023, 12:15:29,Black Hawk Dog Treats - Beef Jerky Sticks 100g,141524,N/A,100g,Dog-Treats,,14.99,14.99,All
02/27/2023, 12:15:29,Watch & Grow Beef Bully Stick Dog Treat Medium 4 Pack,139489,N/A,N/A,Dog-Treats,,29.99,29.99,Adult
02/27/2023, 12:15:29,Providore Lamb with Abalone Dog Treat,providore-lamb-with-abalone-dog-treat,138819,185g,Dog-Treats,,20.99,20.99,Adult
02/27/2023, 12:15:29,Providore Lamb with Abalone Dog Treat,providore-lamb-with-abalone-dog-treat,3218063,100g,Dog-Treats,,12.49,12.49,Adult
02/27/2023, 12:15:29,Greenies Blueberry 340g Teenie Dog Dental Treat,132768,N/A,N/A,Dog-Treats,26.99,31.99,31.99,Adult
02/27/2023, 12:15:29,Furfresh Freeze Dried Chicken Breast Dog Treat 70g,138182,N/A,70g,Dog-Treats,,19.99,19.99,All
02/27/2023, 12:15:29,Mix & Zap Birthday Cake Kit Dog Treat Blue,140621,N/A,N/A,Dog-Treats,,15.99,15.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Goat Horn Centre Cut Dog Treat,138154,N/A,N/A,Dog-Treats,,19.99,19.99,Adult:All:Puppy
02/27/2023, 12:15:29,Balanced Life Bully Stick Dog Treat 30cm,141513,N/A,N/A,Dog-Treats,,12.99,7.79,All
02/27/2023, 12:15:29,Watch & Grow Braided Bully Stick Dog Treat Large,136726,N/A,N/A,Dog-Treats,,18.99,18.99,Adult:Puppy
02/27/2023, 12:15:29,Butcher's Superior Cuts Kangaroo Half Tail Dog Treat,butcher's-superior-cuts-kangaroo-half-tail-dog-treat,142346,Small,Dog-Treats,,5.99,5.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Kangaroo Half Tail Dog Treat,butcher's-superior-cuts-kangaroo-half-tail-dog-treat,142347,Medium,Dog-Treats,,11.99,11.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Kangaroo Half Tail Dog Treat,butcher's-superior-cuts-kangaroo-half-tail-dog-treat,142348,Large,Dog-Treats,,17.99,17.99,All
02/27/2023, 12:15:29,Greenies Blueberry 340g Petite Dog Dental Treat,132769,N/A,N/A,Dog-Treats,26.99,31.99,31.99,Adult
02/27/2023, 12:15:29,Probalance Toothbrush Parsley & Mint Small Dog Treat,probalance-toothbrush-parsley-&-mint-small-dog-treat,3218867,11PK,Dog-Treats,,5.79,4,Adult
02/27/2023, 12:15:29,Probalance Toothbrush Parsley & Mint Small Dog Treat,probalance-toothbrush-parsley-&-mint-small-dog-treat,3218870,59PK,Dog-Treats,24.99,28.99,28.99,Adult
02/27/2023, 12:15:29,Butcher's Superior Cuts Lamb Ear Dog Treat 90g,136378,N/A,90g,Dog-Treats,,22.99,22.99,All
02/27/2023, 12:15:29,Savourlife Australian Chicken Strips Dog Treat 165g,130703,N/A,165g,Dog-Treats,,14.99,14.99,
02/27/2023, 12:15:29,SavourLife Australian Strips Variety Pack Dog Treat 645g,140413,N/A,645g,Dog-Treats,,49.99,49.99,Adult
02/27/2023, 12:15:29,Savourlife Peanut Butter Biscuits Dog Treat 500g,508008,N/A,500g,Dog-Treats,,14.99,14.99,All
02/27/2023, 12:15:29,Probalance Wellbeing Bar Skin & Coat Dog Treat,probalance-well-being-bar-skin-&-coat-dog-treat,3218908,6PK,Dog-Treats,,23.99,23.99,Adult
02/27/2023, 12:15:29,Probalance Wellbeing Bar Skin & Coat Dog Treat,probalance-well-being-bar-skin-&-coat-dog-treat,3218907,1PK,Dog-Treats,,4.29,3,Adult
02/27/2023, 12:15:29,Daily Bark Variety Rawhide Free Puffy Twists Dog Treat 6PK,142904,N/A,N/A,Dog-Treats,,6.99,6.99,Adult:All
02/27/2023, 12:15:29,Black Hawk Dog Treats - Chicken Jerky Straps 100g,141527,N/A,100g,Dog-Treats,,14.99,14.99,All
02/27/2023, 12:15:29,Savourlife Australian Beef Strips Dog Treat 165g,130702,N/A,165g,Dog-Treats,,14.99,14.99,
02/27/2023, 12:15:29,SavourLife Australian Milky Training Dog Treats 150g,136722,N/A,150g,Dog-Treats,,14.99,14.99,Puppy
02/27/2023, 12:15:29,Vetalogica VitaRapid Tranquil Dog Treat 210g,125827,N/A,210g,Dog-Treats,,14.99,14.99,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Beef Half Bone Large Dog Treat 1PK,142356,N/A,N/A,Dog-Treats,,22.49,22.49,All
02/27/2023, 12:15:29,Butcher's Superior Cuts Natural Chicken Feet Dog Treat Loose,139536,N/A,N/A,Dog-Treats,,3.99,3.99,Adult:All:Puppy
02/27/2023, 12:15:29,Love Em Liver Rewards Puppy Treat 200g,139656,N/A,200g,Dog-Treats,,5.99,5.99,Puppy
02/27/2023, 12:15:29,Greenies Blueberry 340g Large Dog Dental Treat,132771,N/A,N/A,Dog-Treats,26.99,31.99,31.99,Adult
02/27/2023, 12:15:29,Leaps & Bounds Peanut Butter Baked Dog Treat 500g,139649,N/A,500g,Dog-Treats,,16.99,16.99,Adult
02/27/2023, 12:15:29,Daily Bark Carob Vanilla & Strawberry Drops Dog Treat 350g,140616,N/A,350g,Dog-Treats,,19.99,19.99,All
02/27/2023, 12:15:29,Watch & Grow Deer Shin Bone Dog Treat,142939,N/A,N/A,Dog-Treats,,12.99,12.99,Adult
02/27/2023, 12:15:29,Whimzees Brushzees Dog Treat Value Bag Large,137548,N/A,N/A,Dog-Treats,,28.99,28.99,Adult:Senior
02/27/2023, 12:15:29,Wagalot Doggy Fun Food Birthday In A Box Dog Treat Pink,142762,N/A,N/A,Dog-Treats,,16.99,16.99,Adult
02/27/2023, 12:15:29,Probalance Toothbrush Natural Medium Dog Treat,probalance-toothbrush-natural-medium-dog-treat,3218876,6PK,Dog-Treats,,5.79,4,Adult
02/27/2023, 12:15:29,Probalance Toothbrush Natural Medium Dog Treat,probalance-toothbrush-natural-medium-dog-treat,3218879,29PK,Dog-Treats,24.99,28.99,28.99,Adult
02/27/2023, 12:15:29,SavourLife Salmon Dog Biscuit 425g,141542,N/A,425g,Dog-Treats,,14.99,14.99,All
02/27/2023, 12:15:29,Whimzees Brushzees Dog Treat Value Bag Medium,137549,N/A,N/A,Dog-Treats,,28.99,28.99,Adult:Senior
02/27/2023, 12:15:29,Daily Bark Bacon Rawhide Free Bone Dog Treat L-1PK,142888,N/A,N/A,Dog-Treats,,9.99,9.99,Adult:All
02/27/2023, 12:15:29,Pedigree Dentastix Medium Dog Treat - 56 Sticks,125205,N/A,N/A,Dog-Treats,,38.99,38.99,
02/27/2023, 12:15:29,Furfresh Freeze Dried Whole Raw Sardines Dog Treat 65g,138184,N/A,65g,Dog-Treats,,19.99,19.99,All
02/27/2023, 12:15:29,Daily Bark Cheese Rawhide Free Puffy Bone Dog Treat L-1PK,142896,N/A,N/A,Dog-Treats,,9.99,9.99,Adult:All
02/27/2023, 12:15:29,Barkers Best Charcoal Bone Biscuit Dog Treat 750g,141647,N/A,750g,Dog-Treats,,8.99,6,All
02/27/2023, 12:15:29,Watch & Grow Dog Treat Goat Horn Large,133043,N/A,N/A,Dog-Treats,,16.99,16.99,
02/27/2023, 12:15:29,Probalance Dental Bar Variety Pack Large Dog Treat 6Pk,3218899,N/A,N/A,Dog-Treats,,23.99,23.99,Adult
02/27/2023, 12:15:29,Icelandic+ Cod Fish Chips Dog Treat 70g,140630,N/A,70g,Dog-Treats,,22.99,18.39,Adult:All:Puppy:Senior
