Scraped_Time,Scraped_Date,SKU,Product_Name,Slug,Product_Variant,Size,Price,Description,Ingredients,Rating,Reviews,Availability
 21:23:25,02/13/2023,SKU-900029,Royal Canin Medium Puppy Dry Dog Food,royal-canin-medium-puppy-dry-dog-food,Royal Canin Medium Puppy Dry Dog Food 8Kg,8Kg,123.69,"Medium-sized pups have a lot of growing ahead of them, so give them the nutritional support they need for healthy growth and development with Royal Canin Medium Puppy Dry Dog Food. Specially formulated for medium breed pups between 2-12 months of age, this tasty puppy food recipe combines prebiotics (MOS) with highly digestible proteins to promote a balance of intestinal microbiota for optimal digestive health. The inclusion of nutrients such as vitamins E and C help support the development of a healthy and robust immune system, while DHA supports brain development and learning in those early training sessions. Specially formulated for medium breed puppies Suitable for puppies between 2-10 months of age Supports a healthy immune system Omega 3 fatty acid (DHA) for brain development and learning Contains prebiotics and highly digestible proteins for a balanced intestinal microbiota","Composition: Dehydrated poultry protein, animal fats, maize, wheat gluten*, beet pulp, wheat flour, maize gluten, hydrolysed animal proteins, maize flour, rice, wheat, minerals, soya oil, yeasts products, fish oil, fructo-oligosaccharides, hydrolysed yeast (source of manno-oligosaccharides and betaglucans) (0.29%), algal oil Schizochytrium sp. (source of DHA), Yucca Schidigera juice, marigold meal.          * L.I.P.: protein selected for its very high digestibility.Nutritional additives: Vitamin A: 15500 IU, Vitamin D: 1000 IU, Iron: 37 mg, Iodine: 3.8 mg, Copper: 12 mg, Manganese: 49 mg, Zinc: 130 mg, Selenium: 0.06 mg - Technological additives: Clinoptilolite of sedimentary origin: 10 g - Preservatives - Antioxidants.",5,2,True
 21:23:25,02/13/2023,SKU-000036,Royal Canin Medium Puppy Dry Dog Food,royal-canin-medium-puppy-dry-dog-food,Royal Canin Medium Puppy Dry Dog Food 15kg,15kg,144.99,"Medium-sized pups have a lot of growing ahead of them, so give them the nutritional support they need for healthy growth and development with Royal Canin Medium Puppy Dry Dog Food. Specially formulated for medium breed pups between 2-12 months of age, this tasty puppy food recipe combines prebiotics (MOS) with highly digestible proteins to promote a balance of intestinal microbiota for optimal digestive health. The inclusion of nutrients such as vitamins E and C help support the development of a healthy and robust immune system, while DHA supports brain development and learning in those early training sessions. Specially formulated for medium breed puppies Suitable for puppies between 2-10 months of age Supports a healthy immune system Omega 3 fatty acid (DHA) for brain development and learning Contains prebiotics and highly digestible proteins for a balanced intestinal microbiota","Composition: Dehydrated poultry protein, animal fats, maize, wheat gluten*, beet pulp, wheat flour, maize gluten, hydrolysed animal proteins, maize flour, rice, wheat, minerals, soya oil, yeasts products, fish oil, fructo-oligosaccharides, hydrolysed yeast (source of manno-oligosaccharides and betaglucans) (0.29%), algal oil Schizochytrium sp. (source of DHA), Yucca Schidigera juice, marigold meal.          * L.I.P.: protein selected for its very high digestibility.Nutritional additives: Vitamin A: 15500 IU, Vitamin D: 1000 IU, Iron: 37 mg, Iodine: 3.8 mg, Copper: 12 mg, Manganese: 49 mg, Zinc: 130 mg, Selenium: 0.06 mg - Technological additives: Clinoptilolite of sedimentary origin: 10 g - Preservatives - Antioxidants.",5,2,True
 21:23:25,02/13/2023,SKU-900030,Royal Canin Medium Puppy Dry Dog Food,royal-canin-medium-puppy-dry-dog-food,Royal Canin Medium Puppy Dry Dog Food 30Kg,30Kg,284.19,"Medium-sized pups have a lot of growing ahead of them, so give them the nutritional support they need for healthy growth and development with Royal Canin Medium Puppy Dry Dog Food. Specially formulated for medium breed pups between 2-12 months of age, this tasty puppy food recipe combines prebiotics (MOS) with highly digestible proteins to promote a balance of intestinal microbiota for optimal digestive health. The inclusion of nutrients such as vitamins E and C help support the development of a healthy and robust immune system, while DHA supports brain development and learning in those early training sessions. Specially formulated for medium breed puppies Suitable for puppies between 2-10 months of age Supports a healthy immune system Omega 3 fatty acid (DHA) for brain development and learning Contains prebiotics and highly digestible proteins for a balanced intestinal microbiota","Composition: Dehydrated poultry protein, animal fats, maize, wheat gluten*, beet pulp, wheat flour, maize gluten, hydrolysed animal proteins, maize flour, rice, wheat, minerals, soya oil, yeasts products, fish oil, fructo-oligosaccharides, hydrolysed yeast (source of manno-oligosaccharides and betaglucans) (0.29%), algal oil Schizochytrium sp. (source of DHA), Yucca Schidigera juice, marigold meal.          * L.I.P.: protein selected for its very high digestibility.Nutritional additives: Vitamin A: 15500 IU, Vitamin D: 1000 IU, Iron: 37 mg, Iodine: 3.8 mg, Copper: 12 mg, Manganese: 49 mg, Zinc: 130 mg, Selenium: 0.06 mg - Technological additives: Clinoptilolite of sedimentary origin: 10 g - Preservatives - Antioxidants.",5,2,True
 21:23:25,02/13/2023,SKU-000080,Royal Canin Golden Retriever Puppy Dry Dog Food,royal-canin-golden-retriever-puppy-dry-dog-food,Royal Canin Golden Retriever Puppy Dry Dog Food 12kg,12kg,148.59,"Sweet, cuddly and a little silly, Golden Retriever puppies are just big bundles of love that need a little help from their diet to grow up big and strong. Containing EPA, DHA and borage to support the skin and glorious golden coat of Golden Retriever puppies, Royal Canin Golden Retriever Puppy Dry Dog Food comes in an exclusive kibble form, with the size, shape, texture and formula carefully adapted to the unique needs of the breed. Specially formulated to support your puppy’s natural defences as their immune system develops, this delicious puppy food contains high quality ingredients that support digestive health and promote a balanced intestinal flora. Specifically formulated for Golden Retriever puppies Kibble specially designed for the young Golden Retriever jaw Supports your puppy’s natural defences Promotes digestive health and a balance in the intestinal flora Royal Canin® takes pride in ensuring the scientific reliability of all product information. The information in this product book was true and accurate at the time of publication. However, please note that from time to time, for example due to ingredient availability or a change in sourcing factory within our global factory network for the purpose of ongoing supply, it is necessary to make product changes at short notice, and there may be some delays in updating the information in our product materials.","CompositionDehydrated poultry protein, rice, maize, vegetable protein isolate*, wheat,animal fats, vegetable fibres, hydrolysed animal proteins, beet pulp,fish oil, minerals, soya oil, fructo-oligo-saccharides (0.34%), psylliumhusks and seeds, hydrolysed yeast (source of manno-oligo-saccharides),hydrolysed crustaceans (source of glucosamine), borage oil (0.1%), yeastsextracts (source of betaglucans), marigold extract (source of lutein),hydrolysed cartilage (source of chondroitin).*L.I.P.: protein selected for its very high digestibility.",4,1,True
 21:23:25,02/13/2023,SKU-900065,Royal Canin Golden Retriever Puppy Dry Dog Food,royal-canin-golden-retriever-puppy-dry-dog-food,Royal Canin Golden Retriever Puppy Dry Dog Food 24Kg,24Kg,291.19,"Sweet, cuddly and a little silly, Golden Retriever puppies are just big bundles of love that need a little help from their diet to grow up big and strong. Containing EPA, DHA and borage to support the skin and glorious golden coat of Golden Retriever puppies, Royal Canin Golden Retriever Puppy Dry Dog Food comes in an exclusive kibble form, with the size, shape, texture and formula carefully adapted to the unique needs of the breed. Specially formulated to support your puppy’s natural defences as their immune system develops, this delicious puppy food contains high quality ingredients that support digestive health and promote a balanced intestinal flora. Specifically formulated for Golden Retriever puppies Kibble specially designed for the young Golden Retriever jaw Supports your puppy’s natural defences Promotes digestive health and a balance in the intestinal flora Royal Canin® takes pride in ensuring the scientific reliability of all product information. The information in this product book was true and accurate at the time of publication. However, please note that from time to time, for example due to ingredient availability or a change in sourcing factory within our global factory network for the purpose of ongoing supply, it is necessary to make product changes at short notice, and there may be some delays in updating the information in our product materials.","CompositionDehydrated poultry protein, rice, maize, vegetable protein isolate*, wheat,animal fats, vegetable fibres, hydrolysed animal proteins, beet pulp,fish oil, minerals, soya oil, fructo-oligo-saccharides (0.34%), psylliumhusks and seeds, hydrolysed yeast (source of manno-oligo-saccharides),hydrolysed crustaceans (source of glucosamine), borage oil (0.1%), yeastsextracts (source of betaglucans), marigold extract (source of lutein),hydrolysed cartilage (source of chondroitin).*L.I.P.: protein selected for its very high digestibility.",4,1,True
 21:23:25,02/13/2023,SKU-000030,Royal Canin Mini Puppy Dry Dog Food,royal-canin-mini-puppy-dry-dog-food,Royal Canin Mini Puppy Dry Dog Food 2kg,2kg,36.79,"BIG nutrition for little puppies, Royal Canin Mini Puppy Dry Dog Food is specially formulated for the smallest members of your fur family between 2-10 months of age. Enriched with key nutrients such as vitamins E and C, this puppy formula helps promote a healthy and robust immune system, while the inclusion of an omega 3 fatty acid (DHA) supports brain development and learning during the all-important first months of your pup’s life. Delivering a combination of prebiotics (MOS) and highly digestible proteins, this recipe helps promote a balanced intestinal microbiota for optimal digestive health. Specially formulated for small breed puppies Suitable for puppies between 2-10 months of age Supports a healthy immune system Omega 3 fatty acid (DHA) for brain development and learning Prebiotics and highly digestible proteins for a balanced intestinal microbiota","Composition: Dehydrated poultry protein, rice, animal fats,wheat gluten*, maize, beet pulp, maize flour, hydrolysedanimal proteins, maize gluten, minerals, soya oil, fish oil,fructo-oligosaccharides, hydrolysed yeast (source ofmanno-oligosaccharides and betaglucans) (0.30%), algal oilSchizochytrium sp. (source of DHA), Yucca Schidigera juice,marigold meal.Nutritional additives: Vitamin A: 21500 IU, Vitamin D: 1000 IU, Iron: 38 mg, Iodine: 3.8 mg, Copper: 12 mg, Manganese: 50 mg, Zinc: 128 mg, Selenium: 0.06 mg - Technological additives: Clinoptilolite of sedimentary origin: 10 g - Preservatives - antioxidants.* L.I.P.: protein selected for its very high digestibility",0,0,True
 21:23:25,02/13/2023,SKU-900024,Royal Canin Mini Puppy Dry Dog Food,royal-canin-mini-puppy-dry-dog-food,Royal Canin Mini Puppy Dry Dog Food 4Kg,4Kg,72.09,"BIG nutrition for little puppies, Royal Canin Mini Puppy Dry Dog Food is specially formulated for the smallest members of your fur family between 2-10 months of age. Enriched with key nutrients such as vitamins E and C, this puppy formula helps promote a healthy and robust immune system, while the inclusion of an omega 3 fatty acid (DHA) supports brain development and learning during the all-important first months of your pup’s life. Delivering a combination of prebiotics (MOS) and highly digestible proteins, this recipe helps promote a balanced intestinal microbiota for optimal digestive health. Specially formulated for small breed puppies Suitable for puppies between 2-10 months of age Supports a healthy immune system Omega 3 fatty acid (DHA) for brain development and learning Prebiotics and highly digestible proteins for a balanced intestinal microbiota","Composition: Dehydrated poultry protein, rice, animal fats,wheat gluten*, maize, beet pulp, maize flour, hydrolysedanimal proteins, maize gluten, minerals, soya oil, fish oil,fructo-oligosaccharides, hydrolysed yeast (source ofmanno-oligosaccharides and betaglucans) (0.30%), algal oilSchizochytrium sp. (source of DHA), Yucca Schidigera juice,marigold meal.Nutritional additives: Vitamin A: 21500 IU, Vitamin D: 1000 IU, Iron: 38 mg, Iodine: 3.8 mg, Copper: 12 mg, Manganese: 50 mg, Zinc: 128 mg, Selenium: 0.06 mg - Technological additives: Clinoptilolite of sedimentary origin: 10 g - Preservatives - antioxidants.* L.I.P.: protein selected for its very high digestibility",0,0,False
 21:23:25,02/13/2023,SKU-000031,Royal Canin Mini Puppy Dry Dog Food,royal-canin-mini-puppy-dry-dog-food,Royal Canin Mini Puppy Dry Dog Food 8kg,8kg,105.29,"BIG nutrition for little puppies, Royal Canin Mini Puppy Dry Dog Food is specially formulated for the smallest members of your fur family between 2-10 months of age. Enriched with key nutrients such as vitamins E and C, this puppy formula helps promote a healthy and robust immune system, while the inclusion of an omega 3 fatty acid (DHA) supports brain development and learning during the all-important first months of your pup’s life. Delivering a combination of prebiotics (MOS) and highly digestible proteins, this recipe helps promote a balanced intestinal microbiota for optimal digestive health. Specially formulated for small breed puppies Suitable for puppies between 2-10 months of age Supports a healthy immune system Omega 3 fatty acid (DHA) for brain development and learning Prebiotics and highly digestible proteins for a balanced intestinal microbiota","Composition: Dehydrated poultry protein, rice, animal fats,wheat gluten*, maize, beet pulp, maize flour, hydrolysedanimal proteins, maize gluten, minerals, soya oil, fish oil,fructo-oligosaccharides, hydrolysed yeast (source ofmanno-oligosaccharides and betaglucans) (0.30%), algal oilSchizochytrium sp. (source of DHA), Yucca Schidigera juice,marigold meal.Nutritional additives: Vitamin A: 21500 IU, Vitamin D: 1000 IU, Iron: 38 mg, Iodine: 3.8 mg, Copper: 12 mg, Manganese: 50 mg, Zinc: 128 mg, Selenium: 0.06 mg - Technological additives: Clinoptilolite of sedimentary origin: 10 g - Preservatives - antioxidants.* L.I.P.: protein selected for its very high digestibility",0,0,True
 21:23:25,02/13/2023,SKU-900025,Royal Canin Mini Puppy Dry Dog Food,royal-canin-mini-puppy-dry-dog-food,Royal Canin Mini Puppy Dry Dog Food 16Kg,16Kg,206.39,"BIG nutrition for little puppies, Royal Canin Mini Puppy Dry Dog Food is specially formulated for the smallest members of your fur family between 2-10 months of age. Enriched with key nutrients such as vitamins E and C, this puppy formula helps promote a healthy and robust immune system, while the inclusion of an omega 3 fatty acid (DHA) supports brain development and learning during the all-important first months of your pup’s life. Delivering a combination of prebiotics (MOS) and highly digestible proteins, this recipe helps promote a balanced intestinal microbiota for optimal digestive health. Specially formulated for small breed puppies Suitable for puppies between 2-10 months of age Supports a healthy immune system Omega 3 fatty acid (DHA) for brain development and learning Prebiotics and highly digestible proteins for a balanced intestinal microbiota","Composition: Dehydrated poultry protein, rice, animal fats,wheat gluten*, maize, beet pulp, maize flour, hydrolysedanimal proteins, maize gluten, minerals, soya oil, fish oil,fructo-oligosaccharides, hydrolysed yeast (source ofmanno-oligosaccharides and betaglucans) (0.30%), algal oilSchizochytrium sp. (source of DHA), Yucca Schidigera juice,marigold meal.Nutritional additives: Vitamin A: 21500 IU, Vitamin D: 1000 IU, Iron: 38 mg, Iodine: 3.8 mg, Copper: 12 mg, Manganese: 50 mg, Zinc: 128 mg, Selenium: 0.06 mg - Technological additives: Clinoptilolite of sedimentary origin: 10 g - Preservatives - antioxidants.* L.I.P.: protein selected for its very high digestibility",0,0,True
 21:23:25,02/13/2023,SKU-000048,Royal Canin Mini Puppy Wet Dog Food,royal-canin-mini-puppy-wet-dog-food,Royal Canin Mini Puppy Wet Dog Food 12x85g,12x85g,30.69,"Your small breed pup is never going to be a giant, but they still have a lot of development ahead of them before they can become a happy and healthy adult dog. Give them the support they need to grow up small yet mighty with Royal Canin Mini Puppy Wet Dog Food. Specially formulated for small breed puppies between 2-10 months of age, this delicious and nutritious puppy food recipe boasts a unique size, texture, and aroma that’s particularly palatable to small breed pups. Enriched with key nutrients, including vitamins E and C, this wet food recipe helps support a healthy and strong immune system, while the inclusion of an omega 3 fatty acid (DHA) promotes optimal brain development and early learning. Specially formulated for small breed puppies between 2-10 months of age Adapted size, texture, and aroma is perfect for little puppy teeth and appetites Vitamins E and C for a healthy and strong immune system Enriched with DHA for brain development and early learning","Composition: Meat and animal derivatives, oils and fats, cereals, derivatives of vegetable origin, minerals, yeasts.Nutritional additives: Vitamin D3: 140 IU, Iron: 5 mg, Iodine: 0.3 mg, Copper: 2.4 mg, Manganese: 1.5 mg, Zinc: 15 mg - Technological additives: Clinoptilolite of sedimentary origin: 2 g.",0,0,True
 21:23:25,02/13/2023,SKU-901245,Royal Canin Mini Puppy Wet Dog Food,royal-canin-mini-puppy-wet-dog-food,Royal Canin Mini Puppy Wet Dog Food 48x85g,48x85g,120.29,"Your small breed pup is never going to be a giant, but they still have a lot of development ahead of them before they can become a happy and healthy adult dog. Give them the support they need to grow up small yet mighty with Royal Canin Mini Puppy Wet Dog Food. Specially formulated for small breed puppies between 2-10 months of age, this delicious and nutritious puppy food recipe boasts a unique size, texture, and aroma that’s particularly palatable to small breed pups. Enriched with key nutrients, including vitamins E and C, this wet food recipe helps support a healthy and strong immune system, while the inclusion of an omega 3 fatty acid (DHA) promotes optimal brain development and early learning. Specially formulated for small breed puppies between 2-10 months of age Adapted size, texture, and aroma is perfect for little puppy teeth and appetites Vitamins E and C for a healthy and strong immune system Enriched with DHA for brain development and early learning","Composition: Meat and animal derivatives, oils and fats, cereals, derivatives of vegetable origin, minerals, yeasts.Nutritional additives: Vitamin D3: 140 IU, Iron: 5 mg, Iodine: 0.3 mg, Copper: 2.4 mg, Manganese: 1.5 mg, Zinc: 15 mg - Technological additives: Clinoptilolite of sedimentary origin: 2 g.",0,0,True
 21:23:25,02/13/2023,SKU-000985,Advance Medium Puppy Dry Dog Food Chicken with Rice,advance-medium-puppy-dry-dog-food-chicken-with-rice,Advance Medium Puppy Dry Dog Food Chicken with Rice 3kg,3kg,39.79,"Running, playing and exploring… it’s good to be a puppy. And it just got even better with Advance Medium Puppy Dry Dog Food. Containing real chicken for that delicious, savoury flavour that dogs love, this tasty puppy food has been specially formulated by dog nutritionists to offer the complete and balanced nutrition your small puppy needs for optimal growth and development. A healthy source of colostrum, prebiotic fibre, DHA and choline, this special puppy formula is designed to support healthy gut, brain and eye development for a happier, healthier pup. This delicious puppy food also comes enriched with a special blend of antioxidants to help support lifelong immunity and greater overall wellbeing. Specially formulated for puppies, as well as lactating and pregnant dogs EPA and choline for brain and eye development Colostrum and prebiotic fibre for gut health Antioxidants for a strong immune system","Nutritional  Composition	Per 100g	Per 1000 kcalProtein crude			31.5%		79.7 g Fat, crude 			21.0%		53.2 g Moisture 			8.50%		21.5 g Ash 				9.0%		22.8 g Calcium				1.5%		3.8gPhosphorus			1.1%		2.8g	DHA(min)			0.03g		0.08g	Choline				154.4mg		391mgVitamin E (min.) 		50 IU 		126IUZinc (min.)			11.4 mg 	28.8mgLinoleic Acid (min.) 		1.5g		3.8g Omega 3 (min.) 			0.12g 	        0.30g Omega 6 (min.)			1.5 g		3.8g",5,5,True
 21:23:25,02/13/2023,SKU-900282,Advance Medium Puppy Dry Dog Food Chicken with Rice,advance-medium-puppy-dry-dog-food-chicken-with-rice,Advance Medium Puppy Dry Dog Food Chicken with Rice 6kg,6kg,77.99,"Running, playing and exploring… it’s good to be a puppy. And it just got even better with Advance Medium Puppy Dry Dog Food. Containing real chicken for that delicious, savoury flavour that dogs love, this tasty puppy food has been specially formulated by dog nutritionists to offer the complete and balanced nutrition your small puppy needs for optimal growth and development. A healthy source of colostrum, prebiotic fibre, DHA and choline, this special puppy formula is designed to support healthy gut, brain and eye development for a happier, healthier pup. This delicious puppy food also comes enriched with a special blend of antioxidants to help support lifelong immunity and greater overall wellbeing. Specially formulated for puppies, as well as lactating and pregnant dogs EPA and choline for brain and eye development Colostrum and prebiotic fibre for gut health Antioxidants for a strong immune system","Nutritional  Composition	Per 100g	Per 1000 kcalProtein crude			31.5%		79.7 g Fat, crude 			21.0%		53.2 g Moisture 			8.50%		21.5 g Ash 				9.0%		22.8 g Calcium				1.5%		3.8gPhosphorus			1.1%		2.8g	DHA(min)			0.03g		0.08g	Choline				154.4mg		391mgVitamin E (min.) 		50 IU 		126IUZinc (min.)			11.4 mg 	28.8mgLinoleic Acid (min.) 		1.5g		3.8g Omega 3 (min.) 			0.12g 	        0.30g Omega 6 (min.)			1.5 g		3.8g",5,5,True
 21:23:25,02/13/2023,SKU-000972,Advance Medium Puppy Dry Dog Food Chicken with Rice,advance-medium-puppy-dry-dog-food-chicken-with-rice,Advance Medium Puppy Dry Dog Food Chicken with Rice 15kg,15kg,124.49,"Running, playing and exploring… it’s good to be a puppy. And it just got even better with Advance Medium Puppy Dry Dog Food. Containing real chicken for that delicious, savoury flavour that dogs love, this tasty puppy food has been specially formulated by dog nutritionists to offer the complete and balanced nutrition your small puppy needs for optimal growth and development. A healthy source of colostrum, prebiotic fibre, DHA and choline, this special puppy formula is designed to support healthy gut, brain and eye development for a happier, healthier pup. This delicious puppy food also comes enriched with a special blend of antioxidants to help support lifelong immunity and greater overall wellbeing. Specially formulated for puppies, as well as lactating and pregnant dogs EPA and choline for brain and eye development Colostrum and prebiotic fibre for gut health Antioxidants for a strong immune system","Nutritional  Composition	Per 100g	Per 1000 kcalProtein crude			31.5%		79.7 g Fat, crude 			21.0%		53.2 g Moisture 			8.50%		21.5 g Ash 				9.0%		22.8 g Calcium				1.5%		3.8gPhosphorus			1.1%		2.8g	DHA(min)			0.03g		0.08g	Choline				154.4mg		391mgVitamin E (min.) 		50 IU 		126IUZinc (min.)			11.4 mg 	28.8mgLinoleic Acid (min.) 		1.5g		3.8g Omega 3 (min.) 			0.12g 	        0.30g Omega 6 (min.)			1.5 g		3.8g",5,5,True
 21:23:25,02/13/2023,SKU-001001,Advance Medium Puppy Dry Dog Food Chicken with Rice,advance-medium-puppy-dry-dog-food-chicken-with-rice,Advance Medium Puppy Dry Dog Food Chicken with Rice 20kg,20kg,132.59,"Running, playing and exploring… it’s good to be a puppy. And it just got even better with Advance Medium Puppy Dry Dog Food. Containing real chicken for that delicious, savoury flavour that dogs love, this tasty puppy food has been specially formulated by dog nutritionists to offer the complete and balanced nutrition your small puppy needs for optimal growth and development. A healthy source of colostrum, prebiotic fibre, DHA and choline, this special puppy formula is designed to support healthy gut, brain and eye development for a happier, healthier pup. This delicious puppy food also comes enriched with a special blend of antioxidants to help support lifelong immunity and greater overall wellbeing. Specially formulated for puppies, as well as lactating and pregnant dogs EPA and choline for brain and eye development Colostrum and prebiotic fibre for gut health Antioxidants for a strong immune system","Nutritional  Composition	Per 100g	Per 1000 kcalProtein crude			31.5%		79.7 g Fat, crude 			21.0%		53.2 g Moisture 			8.50%		21.5 g Ash 				9.0%		22.8 g Calcium				1.5%		3.8gPhosphorus			1.1%		2.8g	DHA(min)			0.03g		0.08g	Choline				154.4mg		391mgVitamin E (min.) 		50 IU 		126IUZinc (min.)			11.4 mg 	28.8mgLinoleic Acid (min.) 		1.5g		3.8g Omega 3 (min.) 			0.12g 	        0.30g Omega 6 (min.)			1.5 g		3.8g",5,5,True
 21:23:25,02/13/2023,SKU-900283,Advance Medium Puppy Dry Dog Food Chicken with Rice,advance-medium-puppy-dry-dog-food-chicken-with-rice,Advance Medium Puppy Dry Dog Food Chicken with Rice 30kg,30kg,243.99,"Running, playing and exploring… it’s good to be a puppy. And it just got even better with Advance Medium Puppy Dry Dog Food. Containing real chicken for that delicious, savoury flavour that dogs love, this tasty puppy food has been specially formulated by dog nutritionists to offer the complete and balanced nutrition your small puppy needs for optimal growth and development. A healthy source of colostrum, prebiotic fibre, DHA and choline, this special puppy formula is designed to support healthy gut, brain and eye development for a happier, healthier pup. This delicious puppy food also comes enriched with a special blend of antioxidants to help support lifelong immunity and greater overall wellbeing. Specially formulated for puppies, as well as lactating and pregnant dogs EPA and choline for brain and eye development Colostrum and prebiotic fibre for gut health Antioxidants for a strong immune system","Nutritional  Composition	Per 100g	Per 1000 kcalProtein crude			31.5%		79.7 g Fat, crude 			21.0%		53.2 g Moisture 			8.50%		21.5 g Ash 				9.0%		22.8 g Calcium				1.5%		3.8gPhosphorus			1.1%		2.8g	DHA(min)			0.03g		0.08g	Choline				154.4mg		391mgVitamin E (min.) 		50 IU 		126IUZinc (min.)			11.4 mg 	28.8mgLinoleic Acid (min.) 		1.5g		3.8g Omega 3 (min.) 			0.12g 	        0.30g Omega 6 (min.)			1.5 g		3.8g",5,5,True
 21:23:25,02/13/2023,SKU-900284,Advance Medium Puppy Dry Dog Food Chicken with Rice,advance-medium-puppy-dry-dog-food-chicken-with-rice,Advance Medium Puppy Dry Dog Food Chicken with Rice 40kg,40kg,259.89,"Running, playing and exploring… it’s good to be a puppy. And it just got even better with Advance Medium Puppy Dry Dog Food. Containing real chicken for that delicious, savoury flavour that dogs love, this tasty puppy food has been specially formulated by dog nutritionists to offer the complete and balanced nutrition your small puppy needs for optimal growth and development. A healthy source of colostrum, prebiotic fibre, DHA and choline, this special puppy formula is designed to support healthy gut, brain and eye development for a happier, healthier pup. This delicious puppy food also comes enriched with a special blend of antioxidants to help support lifelong immunity and greater overall wellbeing. Specially formulated for puppies, as well as lactating and pregnant dogs EPA and choline for brain and eye development Colostrum and prebiotic fibre for gut health Antioxidants for a strong immune system","Nutritional  Composition	Per 100g	Per 1000 kcalProtein crude			31.5%		79.7 g Fat, crude 			21.0%		53.2 g Moisture 			8.50%		21.5 g Ash 				9.0%		22.8 g Calcium				1.5%		3.8gPhosphorus			1.1%		2.8g	DHA(min)			0.03g		0.08g	Choline				154.4mg		391mgVitamin E (min.) 		50 IU 		126IUZinc (min.)			11.4 mg 	28.8mgLinoleic Acid (min.) 		1.5g		3.8g Omega 3 (min.) 			0.12g 	        0.30g Omega 6 (min.)			1.5 g		3.8g",5,5,True
 21:23:25,02/13/2023,SKU-000030,Royal Canin Mini Puppy Dry Dog Food,royal-canin-mini-puppy-dry-dog-food,Royal Canin Mini Puppy Dry Dog Food 2kg,2kg,36.79,"BIG nutrition for little puppies, Royal Canin Mini Puppy Dry Dog Food is specially formulated for the smallest members of your fur family between 2-10 months of age. Enriched with key nutrients such as vitamins E and C, this puppy formula helps promote a healthy and robust immune system, while the inclusion of an omega 3 fatty acid (DHA) supports brain development and learning during the all-important first months of your pup’s life. Delivering a combination of prebiotics (MOS) and highly digestible proteins, this recipe helps promote a balanced intestinal microbiota for optimal digestive health. Specially formulated for small breed puppies Suitable for puppies between 2-10 months of age Supports a healthy immune system Omega 3 fatty acid (DHA) for brain development and learning Prebiotics and highly digestible proteins for a balanced intestinal microbiota","Composition: Dehydrated poultry protein, rice, animal fats,wheat gluten*, maize, beet pulp, maize flour, hydrolysedanimal proteins, maize gluten, minerals, soya oil, fish oil,fructo-oligosaccharides, hydrolysed yeast (source ofmanno-oligosaccharides and betaglucans) (0.30%), algal oilSchizochytrium sp. (source of DHA), Yucca Schidigera juice,marigold meal.Nutritional additives: Vitamin A: 21500 IU, Vitamin D: 1000 IU, Iron: 38 mg, Iodine: 3.8 mg, Copper: 12 mg, Manganese: 50 mg, Zinc: 128 mg, Selenium: 0.06 mg - Technological additives: Clinoptilolite of sedimentary origin: 10 g - Preservatives - antioxidants.* L.I.P.: protein selected for its very high digestibility",0,0,True
 21:23:25,02/13/2023,SKU-900024,Royal Canin Mini Puppy Dry Dog Food,royal-canin-mini-puppy-dry-dog-food,Royal Canin Mini Puppy Dry Dog Food 4Kg,4Kg,72.09,"BIG nutrition for little puppies, Royal Canin Mini Puppy Dry Dog Food is specially formulated for the smallest members of your fur family between 2-10 months of age. Enriched with key nutrients such as vitamins E and C, this puppy formula helps promote a healthy and robust immune system, while the inclusion of an omega 3 fatty acid (DHA) supports brain development and learning during the all-important first months of your pup’s life. Delivering a combination of prebiotics (MOS) and highly digestible proteins, this recipe helps promote a balanced intestinal microbiota for optimal digestive health. Specially formulated for small breed puppies Suitable for puppies between 2-10 months of age Supports a healthy immune system Omega 3 fatty acid (DHA) for brain development and learning Prebiotics and highly digestible proteins for a balanced intestinal microbiota","Composition: Dehydrated poultry protein, rice, animal fats,wheat gluten*, maize, beet pulp, maize flour, hydrolysedanimal proteins, maize gluten, minerals, soya oil, fish oil,fructo-oligosaccharides, hydrolysed yeast (source ofmanno-oligosaccharides and betaglucans) (0.30%), algal oilSchizochytrium sp. (source of DHA), Yucca Schidigera juice,marigold meal.Nutritional additives: Vitamin A: 21500 IU, Vitamin D: 1000 IU, Iron: 38 mg, Iodine: 3.8 mg, Copper: 12 mg, Manganese: 50 mg, Zinc: 128 mg, Selenium: 0.06 mg - Technological additives: Clinoptilolite of sedimentary origin: 10 g - Preservatives - antioxidants.* L.I.P.: protein selected for its very high digestibility",0,0,False
