Product_Id,Product_Slug,Brand,Product_Name,Product_Size,Offer_Price,Recommended_Price,Description,Ingredients,Feeding_Guide,Reviews_Count,Rating
13143,royal-canin-medium-adult-dry-dog-food-30kg,Royal Canin,Royal Canin Medium Adult Dry Dog Food 30kg,30kg,$262.99,$360.00,"Royal Canin Medium Adult Dry Dog Food Is Delicious And Nutritious With Many Health Benefits Complete and balanced nutrition for adult medium breed dogs (11 - 25 kg) from 12 months to 7 years oldImmune System Health Helps support your dog&rsquo;s natural defences thanks to a patented complex of antioxidants together with manno-oligosaccharidesOptimal WeightHelps to maintain an ideal weight thanks to an adapted energy intake (14% fat and3483kcal/kg measured energy)Digestive Health Ensures optimal digestibility thanks to an exclusive formula including very high-quality proteins and a balanced supply of dietary fibreHealthy SkinEnriched with Omega 3 fatty acids (EPA-DHA) to help maintain optimal skin conditionEnhanced PalatabilitySelected natural flavours, special size, shape and texture of kibble make it easy to consumeSatisfies even the fussiest of appetites by means of its formulation and a selection of exclusive flavourings","IngredientsDehydrated poultry protein, maize flour, maize, wheat flour, animal fats, dehydrated pork protein, wheat, hydrolysed animal proteins, beet pulp, fish oil, minerals, soya oil, yeasts and parts thereof, hydrolysed yeast (source of manno-oligosaccharides)Additives(per kg)Nutritional additives: Vitamin A: 12500 IU, Vitamin D3: 800 IU, E1 (Iron): 43 mg, E2 (Iodine): 4.3 mg, E4 (Copper): 13 mg, E5 (Manganese): 56 mg, E6 (Zinc): 133 mg, E8 (Selenium): 0.11 mg - Preservatives - AntioxidantsAnalytical ConstituentsProtein: 25% - Fat content: 14% - Crude ash: 6.1% - Crude fibres: 1.3%, Omega 3 fatty acids 6g/kg including EPA/DHA 3.1gCalorie Content3843kcal/kgRoyal Canin&reg; takes pride in ensuring the scientific reliability of all product information. All information included was true and accurate at the time of publication. However, please note that from time to time, for example due to ingredient availability or a change in sourcing factory within our global factory network for the purpose of ongoing supply, it is necessary to make product changes at short notice, and there may be some delays in updating the information in our product materials.",Feeding DirectionsIt is recommended to split the daily feeding amount into 2 separate mealsAlways provide fresh drinking water for your dogActivity LevelDog Weight (kg)LowMediumHighGCupsGCupsGCups111491 &frac12;1731 &frac34;1962121591 ⅝1851 ⅞2102 &frac14;141791 ⅞2072 ⅛2352 &frac12;161982 ⅛2292 ⅜2602 &frac34;182162 &frac14;2502 ⅝2843202342 &frac12;2712 ⅞3083 &frac14;222512 ⅝29133303 &frac12;242682 &frac34;31033533 ⅝252762 ⅞3203 ⅜364&frac34;,138,4.99
3621,black-hawk-chicken-and-rice-adult-dry-dog-food-3kg,Black Hawk,Black Hawk Chicken And Rice Adult Dry Dog Food 3kg,3kg,$35.66,$40.88,"Black Hawk Dry Dog Food Is Wholesome Balanced And Nutritious Food With Real IngredientsComplete and balanced nutrition for adult dogs of all breedsDelicious and highly nutritious to promote optimal healthQuality IngredientsContains high quality, natural ingredientsChicken Meal is high in iron, zinc, and Omega 3 + 6 fatty acidsSkin and Coat HealthRich in omega fatty acids to promote healthy skin and shiny coatDigestive HealthPeppermint has proved to be a digestive aidSustained EnergyBrown rice provides slow-release carbohydrates and fibre for sustained energy release and to keep dogs feeling satisfied between mealsDesigned for dogs that are less energetic, or prone to weight gainMuscle HealthHigh quality protein source which encourages lean muscle developmentNaturally low in fat to encourage an ideal body composition","Ingredients:Chicken Meal, Ground Brown Rice, Ground Oats, Chicken Fat (Preserved with mixed Tocopherols source of Vit E, Citric Acid and Rosemary Extract), Rye, Flaxseed Meal, Fish Meal, Emu Oil, Brewers Dried Yeast, Dried Carrots, Dried Kelp, Natural Chicken Flavour, Choline Chloride, Chicory, Calcium Ascorbate, (source of Vitamin C), Zinc Amino Acid Chelate, Yucca Schidigera Extract, Dried Blueberries, Dandeline, Peppermint, Rosemary, Tomato Meal, Vitamin E Supplement, Glucosamine, Chondroitin Sulphate, Iron Amino Chelate, Manganese Amino, Acid Chelate, Cobalt Amino Acid Chelate, Biotin, Vitamin A Acetate, L-Carnitine, Calcium Pantothenate, Niacin, Pyridoxine Hydrochloride (B6), Thiamine Mononitrate (B1), Vitamin B12 Supplement, Vitamin D3 Supplement, Riboflavin Supplement, , Folic Acid, Copper Amino Acid Chelate, Sodium Selenite, Calcium Iodate.Guaranteed Analysis:Protein (min) 22%, Fat (min) 12%, Crude Fibre 4.5%, Ash (max) 9%, Phosphorous [P] (max) 0.85%, Calcium [Ca] (max) 1.54%, Moisture (max) 10%, ME kcal/kg 3,590Nutritional Guarantee:BlackHawk Professional Chicken &amp; Rice Holistic Adult is Formulated to meet the nutritional levels established by AAFCO Dog Food Nutrient Profile for the growth and maintenance of dogs.","Feeding Guide:Always make sure fresh water is availableWhen introducing BlackHawk Professional into your dogs diet, do so gradually over a few daysFeeding amounts may vary by breed, activity level, temperament and climatePregnant or nursing dogs may need food available at all timesFeeding portion per day&ndash; please adjust quantities as needed1 metric cup = 125g, 1/2 cup = 63g, 1/4 cup = 32gWeightGrams Per DayUp to 5kg20 - 70g5 - 10kg70 - 110g10 - 15kg110 - 150g15 - 20kg150 - 200g20 - 25kg200 - 250g25 - 30kg250 - 300g30 - 35kg300 - 350gOver 35kgAdd 110g per 10kg of body weight",813,5
4163,black-hawk-chicken-and-rice-adult-dry-dog-food-10kg,Black Hawk,Black Hawk Chicken And Rice Adult Dry Dog Food 10kg,10kg,$91.97,$106.69,"Black Hawk Dry Dog Food Is Wholesome Balanced And Nutritious Food With Real IngredientsComplete and balanced nutrition for adult dogs of all breedsDelicious and highly nutritious to promote optimal healthQuality IngredientsContains high quality, natural ingredientsChicken Meal is high in iron, zinc, and Omega 3 + 6 fatty acidsSkin and Coat HealthRich in omega fatty acids to promote healthy skin and shiny coatDigestive HealthPeppermint has proved to be a digestive aidSustained EnergyBrown rice provides slow-release carbohydrates and fibre for sustained energy release and to keep dogs feeling satisfied between mealsDesigned for dogs that are less energetic, or prone to weight gainMuscle HealthHigh quality protein source which encourages lean muscle developmentNaturally low in fat to encourage an ideal body composition","Ingredients:Chicken Meal, Ground Brown Rice, Ground Oats, Chicken Fat (Preserved with mixed Tocopherols source of Vit E, Citric Acid and Rosemary Extract), Rye, Flaxseed Meal, Fish Meal, Emu Oil, Brewers Dried Yeast, Dried Carrots, Dried Kelp, Natural Chicken Flavour, Choline Chloride, Chicory, Calcium Ascorbate, (source of Vitamin C), Zinc Amino Acid Chelate, Yucca Schidigera Extract, Dried Blueberries, Dandeline, Peppermint, Rosemary, Tomato Meal, Vitamin E Supplement, Glucosamine, Chondroitin Sulphate, Iron Amino Chelate, Manganese Amino, Acid Chelate, Cobalt Amino Acid Chelate, Biotin, Vitamin A Acetate, L-Carnitine, Calcium Pantothenate, Niacin, Pyridoxine Hydrochloride (B6), Thiamine Mononitrate (B1), Vitamin B12 Supplement, Vitamin D3 Supplement, Riboflavin Supplement, , Folic Acid, Copper Amino Acid Chelate, Sodium Selenite, Calcium Iodate.Guaranteed Analysis:Protein (min) 22%, Fat (min) 12%, Crude Fibre 4.5%, Ash (max) 9%, Phosphorous [P] (max) 0.85%, Calcium [Ca] (max) 1.54%, Moisture (max) 10%, ME kcal/kg 3,590Nutritional Guarantee:BlackHawk Professional Chicken &amp; Rice Holistic Adult is Formulated to meet the nutritional levels established by AAFCO Dog Food Nutrient Profile for the growth and maintenance of dogs.","Feeding Guide:Always make sure fresh water is availableWhen introducing BlackHawk Professional into your dogs diet, do so gradually over a few daysFeeding amounts may vary by breed, activity level, temperament and climatePregnant or nursing dogs may need food available at all timesFeeding portion per day&ndash; please adjust quantities as needed1 metric cup = 125g, 1/2 cup = 63g, 1/4 cup = 32gWeightGrams Per DayUp to 5kg20 - 70g5 - 10kg70 - 110g10 - 15kg110 - 150g15 - 20kg150 - 200g20 - 25kg200 - 250g25 - 30kg250 - 300g30 - 35kg300 - 350gOver 35kgAdd 110g per 10kg of body weight",813,5
3620,black-hawk-chicken-and-rice-adult-dry-dog-food-20kg,Black Hawk,Black Hawk Chicken And Rice Adult Dry Dog Food 20kg,20kg,$129.99,$169.39,"Black Hawk Dry Dog Food Is Wholesome Balanced And Nutritious Food With Real IngredientsComplete and balanced nutrition for adult dogs of all breedsDelicious and highly nutritious to promote optimal healthQuality IngredientsContains high quality, natural ingredientsChicken Meal is high in iron, zinc, and Omega 3 + 6 fatty acidsSkin and Coat HealthRich in omega fatty acids to promote healthy skin and shiny coatDigestive HealthPeppermint has proved to be a digestive aidSustained EnergyBrown rice provides slow-release carbohydrates and fibre for sustained energy release and to keep dogs feeling satisfied between mealsDesigned for dogs that are less energetic, or prone to weight gainMuscle HealthHigh quality protein source which encourages lean muscle developmentNaturally low in fat to encourage an ideal body composition","Ingredients:Chicken Meal, Ground Brown Rice, Ground Oats, Chicken Fat (Preserved with mixed Tocopherols source of Vit E, Citric Acid and Rosemary Extract), Rye, Flaxseed Meal, Fish Meal, Emu Oil, Brewers Dried Yeast, Dried Carrots, Dried Kelp, Natural Chicken Flavour, Choline Chloride, Chicory, Calcium Ascorbate, (source of Vitamin C), Zinc Amino Acid Chelate, Yucca Schidigera Extract, Dried Blueberries, Dandeline, Peppermint, Rosemary, Tomato Meal, Vitamin E Supplement, Glucosamine, Chondroitin Sulphate, Iron Amino Chelate, Manganese Amino, Acid Chelate, Cobalt Amino Acid Chelate, Biotin, Vitamin A Acetate, L-Carnitine, Calcium Pantothenate, Niacin, Pyridoxine Hydrochloride (B6), Thiamine Mononitrate (B1), Vitamin B12 Supplement, Vitamin D3 Supplement, Riboflavin Supplement, , Folic Acid, Copper Amino Acid Chelate, Sodium Selenite, Calcium Iodate.Guaranteed Analysis:Protein (min) 22%, Fat (min) 12%, Crude Fibre 4.5%, Ash (max) 9%, Phosphorous [P] (max) 0.85%, Calcium [Ca] (max) 1.54%, Moisture (max) 10%, ME kcal/kg 3,590Nutritional Guarantee:BlackHawk Professional Chicken &amp; Rice Holistic Adult is Formulated to meet the nutritional levels established by AAFCO Dog Food Nutrient Profile for the growth and maintenance of dogs.","Feeding Guide:Always make sure fresh water is availableWhen introducing BlackHawk Professional into your dogs diet, do so gradually over a few daysFeeding amounts may vary by breed, activity level, temperament and climatePregnant or nursing dogs may need food available at all timesFeeding portion per day&ndash; please adjust quantities as needed1 metric cup = 125g, 1/2 cup = 63g, 1/4 cup = 32gWeightGrams Per DayUp to 5kg20 - 70g5 - 10kg70 - 110g10 - 15kg110 - 150g15 - 20kg150 - 200g20 - 25kg200 - 250g25 - 30kg250 - 300g30 - 35kg300 - 350gOver 35kgAdd 110g per 10kg of body weight",813,5
12989,black-hawk-chicken-and-rice-adult-dry-dog-food-40kg,Black Hawk,Black Hawk Chicken And Rice Adult Dry Dog Food 40kg,40kg,$239.99,$338.78,"Black Hawk Dry Dog Food Is Wholesome Balanced And Nutritious Food With Real IngredientsComplete and balanced nutrition for adult dogs of all breedsDelicious and highly nutritious to promote optimal healthQuality IngredientsContains high quality, natural ingredientsChicken Meal is high in iron, zinc, and Omega 3 + 6 fatty acidsSkin and Coat HealthRich in omega fatty acids to promote healthy skin and shiny coatDigestive HealthPeppermint has proved to be a digestive aidSustained EnergyBrown rice provides slow-release carbohydrates and fibre for sustained energy release and to keep dogs feeling satisfied between mealsDesigned for dogs that are less energetic, or prone to weight gainMuscle HealthHigh quality protein source which encourages lean muscle developmentNaturally low in fat to encourage an ideal body composition","Ingredients:Chicken Meal, Ground Brown Rice, Ground Oats, Chicken Fat (Preserved with mixed Tocopherols source of Vit E, Citric Acid and Rosemary Extract), Rye, Flaxseed Meal, Fish Meal, Emu Oil, Brewers Dried Yeast, Dried Carrots, Dried Kelp, Natural Chicken Flavour, Choline Chloride, Chicory, Calcium Ascorbate, (source of Vitamin C), Zinc Amino Acid Chelate, Yucca Schidigera Extract, Dried Blueberries, Dandeline, Peppermint, Rosemary, Tomato Meal, Vitamin E Supplement, Glucosamine, Chondroitin Sulphate, Iron Amino Chelate, Manganese Amino, Acid Chelate, Cobalt Amino Acid Chelate, Biotin, Vitamin A Acetate, L-Carnitine, Calcium Pantothenate, Niacin, Pyridoxine Hydrochloride (B6), Thiamine Mononitrate (B1), Vitamin B12 Supplement, Vitamin D3 Supplement, Riboflavin Supplement, , Folic Acid, Copper Amino Acid Chelate, Sodium Selenite, Calcium Iodate.Guaranteed Analysis:Protein (min) 22%, Fat (min) 12%, Crude Fibre 4.5%, Ash (max) 9%, Phosphorous [P] (max) 0.85%, Calcium [Ca] (max) 1.54%, Moisture (max) 10%, ME kcal/kg 3,590Nutritional Guarantee:BlackHawk Professional Chicken &amp; Rice Holistic Adult is Formulated to meet the nutritional levels established by AAFCO Dog Food Nutrient Profile for the growth and maintenance of dogs.","Feeding Guide:Always make sure fresh water is availableWhen introducing BlackHawk Professional into your dogs diet, do so gradually over a few daysFeeding amounts may vary by breed, activity level, temperament and climatePregnant or nursing dogs may need food available at all timesFeeding portion per day&ndash; please adjust quantities as needed1 metric cup = 125g, 1/2 cup = 63g, 1/4 cup = 32gWeightGrams Per DayUp to 5kg20 - 70g5 - 10kg70 - 110g10 - 15kg110 - 150g15 - 20kg150 - 200g20 - 25kg200 - 250g25 - 30kg250 - 300g30 - 35kg300 - 350gOver 35kgAdd 110g per 10kg of body weight",813,5
13558,black-hawk-chicken-and-rice-adult-dry-dog-food-60kg,Black Hawk,Black Hawk Chicken And Rice Adult Dry Dog Food 60kg,60kg,$349.99,$508.17,"Black Hawk Dry Dog Food Is Wholesome Balanced And Nutritious Food With Real IngredientsComplete and balanced nutrition for adult dogs of all breedsDelicious and highly nutritious to promote optimal healthQuality IngredientsContains high quality, natural ingredientsChicken Meal is high in iron, zinc, and Omega 3 + 6 fatty acidsSkin and Coat HealthRich in omega fatty acids to promote healthy skin and shiny coatDigestive HealthPeppermint has proved to be a digestive aidSustained EnergyBrown rice provides slow-release carbohydrates and fibre for sustained energy release and to keep dogs feeling satisfied between mealsDesigned for dogs that are less energetic, or prone to weight gainMuscle HealthHigh quality protein source which encourages lean muscle developmentNaturally low in fat to encourage an ideal body composition","Ingredients:Chicken Meal, Ground Brown Rice, Ground Oats, Chicken Fat (Preserved with mixed Tocopherols source of Vit E, Citric Acid and Rosemary Extract), Rye, Flaxseed Meal, Fish Meal, Emu Oil, Brewers Dried Yeast, Dried Carrots, Dried Kelp, Natural Chicken Flavour, Choline Chloride, Chicory, Calcium Ascorbate, (source of Vitamin C), Zinc Amino Acid Chelate, Yucca Schidigera Extract, Dried Blueberries, Dandeline, Peppermint, Rosemary, Tomato Meal, Vitamin E Supplement, Glucosamine, Chondroitin Sulphate, Iron Amino Chelate, Manganese Amino, Acid Chelate, Cobalt Amino Acid Chelate, Biotin, Vitamin A Acetate, L-Carnitine, Calcium Pantothenate, Niacin, Pyridoxine Hydrochloride (B6), Thiamine Mononitrate (B1), Vitamin B12 Supplement, Vitamin D3 Supplement, Riboflavin Supplement, , Folic Acid, Copper Amino Acid Chelate, Sodium Selenite, Calcium Iodate.Guaranteed Analysis:Protein (min) 22%, Fat (min) 12%, Crude Fibre 4.5%, Ash (max) 9%, Phosphorous [P] (max) 0.85%, Calcium [Ca] (max) 1.54%, Moisture (max) 10%, ME kcal/kg 3,590Nutritional Guarantee:BlackHawk Professional Chicken &amp; Rice Holistic Adult is Formulated to meet the nutritional levels established by AAFCO Dog Food Nutrient Profile for the growth and maintenance of dogs.","Feeding Guide:Always make sure fresh water is availableWhen introducing BlackHawk Professional into your dogs diet, do so gradually over a few daysFeeding amounts may vary by breed, activity level, temperament and climatePregnant or nursing dogs may need food available at all timesFeeding portion per day&ndash; please adjust quantities as needed1 metric cup = 125g, 1/2 cup = 63g, 1/4 cup = 32gWeightGrams Per DayUp to 5kg20 - 70g5 - 10kg70 - 110g10 - 15kg110 - 150g15 - 20kg150 - 200g20 - 25kg200 - 250g25 - 30kg250 - 300g30 - 35kg300 - 350gOver 35kgAdd 110g per 10kg of body weight",813,5
3368,royal-canin-french-bulldog-adult-dry-dog-food-3kg,Royal Canin,Royal Canin French Bulldog Adult Dry Dog Food 3kg,3kg,$40.73,$49.00,"Royal Canin French Bulldog Adult Dry Dog Food Provides Many Health Benefits For French BulldogsComplete feed for adult and mature French Bulldogs over 12 monthsMuscle HealthContributes to maintaining muscle mass thanks to an optimal protein content (26%)Contains L-carnitineto assist in energy metabolism and mitochondrial protectionSkin HealthHelps support the skin&rsquo;s &lsquo;barrier&rsquo; role (exclusive complex) and maintain skin health (EPA &amp; DHA)Odour ReductionReduces intestinal fermentation which may cause digestive disorders, flatulence and bad stool odourExclusive Kibble- Suited for Brachycephalic JawsExclusively designed to make it easier for the French Bulldog to pick up and to encourage him to chew","IngredientsRice, wheat, animal fats, dehydrated pork protein, vegetable protein isolate*, dehydrated poultry protein, hydrolysed animal proteins, beet pulp, minerals, soya oil, fish oil, fructo-oligo-saccharides, hydrolysed crustaceans(source of glucosamine), marigold extract (source of lutein), green tea and grape extracts (source of polyphenols), hydrolysed cartilage (source of chondroitin).Additives (per kg)Nutritional additives: Vitamin A: 30400 IU, Vitamin D3: 800 IU, E1 (Iron): 52 mg, E2 (Iodine): 5.2 mg, E4 (Copper): 10 mg, E5 (Manganese): 67 mg, E6 (Zinc): 201 mg, E8 (Selenium): 0.11 mg - Technological additives: Pentasodium triphosphate: 3.5 g - Preservatives - Antioxidants.Analytical ConstituentsProtein: 26% - Fat content:18% - Crude ash: 5.5% - Crude fibres: 1.3% - Per kg: L-carnitine: 100 mg - Omega 3 fatty acids: 8.5 g including EPA &amp; DHA: 4 g.*L.I.P.: protein selected for its very high assimilationCalorie Contnent4039 kcal/kg",Feeding GuideRecommended daily quantities (g/day)Water should always be availableIt is recommended to divide the daily intake into 2 mealsEnergy LevelDog Weight (kg)LowMediumHighGCupGCupGCup81121 ⅜1301 &frac12;1471 &frac34;91221 &frac12;1421 &frac34;1611 ⅞101321 ⅝1531 ⅞1742 ⅛111421 &frac34;16421872 &frac14;121521&frac34;1762 ⅛2002 ⅜1417021972 ⅜2242 ⅝,47,5
9491,royal-canin-french-bulldog-adult-dry-dog-food-9kg,Royal Canin,Royal Canin French Bulldog Adult Dry Dog Food 9kg,9kg,$90.24,$122.00,"Royal Canin French Bulldog Adult Dry Dog Food Provides Many Health Benefits For French BulldogsComplete feed for adult and mature French Bulldogs over 12 monthsMuscle HealthContributes to maintaining muscle mass thanks to an optimal protein content (26%)Contains L-carnitineto assist in energy metabolism and mitochondrial protectionSkin HealthHelps support the skin&rsquo;s &lsquo;barrier&rsquo; role (exclusive complex) and maintain skin health (EPA &amp; DHA)Odour ReductionReduces intestinal fermentation which may cause digestive disorders, flatulence and bad stool odourExclusive Kibble- Suited for Brachycephalic JawsExclusively designed to make it easier for the French Bulldog to pick up and to encourage him to chew","IngredientsRice, wheat, animal fats, dehydrated pork protein, vegetable protein isolate*, dehydrated poultry protein, hydrolysed animal proteins, beet pulp, minerals, soya oil, fish oil, fructo-oligo-saccharides, hydrolysed crustaceans(source of glucosamine), marigold extract (source of lutein), green tea and grape extracts (source of polyphenols), hydrolysed cartilage (source of chondroitin).Additives (per kg)Nutritional additives: Vitamin A: 30400 IU, Vitamin D3: 800 IU, E1 (Iron): 52 mg, E2 (Iodine): 5.2 mg, E4 (Copper): 10 mg, E5 (Manganese): 67 mg, E6 (Zinc): 201 mg, E8 (Selenium): 0.11 mg - Technological additives: Pentasodium triphosphate: 3.5 g - Preservatives - Antioxidants.Analytical ConstituentsProtein: 26% - Fat content:18% - Crude ash: 5.5% - Crude fibres: 1.3% - Per kg: L-carnitine: 100 mg - Omega 3 fatty acids: 8.5 g including EPA &amp; DHA: 4 g.*L.I.P.: protein selected for its very high assimilationCalorie Contnent4039 kcal/kg",Feeding GuideRecommended daily quantities (g/day)Water should always be availableIt is recommended to divide the daily intake into 2 mealsEnergy LevelDog Weight (kg)LowMediumHighGCupGCupGCup81121 ⅜1301 &frac12;1471 &frac34;91221 &frac12;1421 &frac34;1611 ⅞101321 ⅝1531 ⅞1742 ⅛111421 &frac34;16421872 &frac14;121521&frac34;1762 ⅛2002 ⅜1417021972 ⅜2242 ⅝,47,5
13378,royal-canin-mini-adult-in-sauce-pouches-wet-dog-food-12-x-85g,Royal Canin,Royal Canin Mini Adult In Sauce Pouches Wet Dog Food 12 x 85g,85g x 12,$24.39,$33.60,Royal Canin Mini Adult Loaf Pouches Wet Dog Food Is Delicious And Nutritious For Your Little Canine Friend Formulated for all small breed adult dogs up to 10kg (10 months &ndash; 12 years old)Digestive Health Supports digestive health and a balance of intestinal floraWeight MaintenanceThe formula contains an adapted energy content to help maintain an ideal weight of small breed dogsHealthy Coat Contains nutrients including EPA/DHA to help support healthy skinHigh PalatabilityYummy chunks of meat in delectable gravy sauceSoft texture for easy consumptionOther InformationThe pouches can be served alone or served on top of dry food12 pouches per pack,"IngredientsComposition Meat and animal derivatives, Cereals, Oils and Fats, Derivatives of Vegetable Origin, Minerals, Various SugarsAdditives (per kg)Vitamin D3: 150IU, E1 (Iron): 6.5mg, E2 (Iodine): 0.2mg, E4 (Copper): 1.7mg, E5 (Manganese): 2mg, E6 (Zinc): 20mg. Technological additives: Clinoptilolite of sedimentary origin: 2 g.Nutritional AnalysisCrude Protein 7.5%, Crude Fat 5.5%, Crude Fibre 1.1%, Crude Ash 1.6%, Moisture 81%, EPA and DHA 0.115%.Calorie Content855 kcal/kg",Feeding GuideThe feeding guide is based on your dog&rsquo;s age and weightYou can feed the pouches individually or with kibbleThe recommended kibble is Royal Canin Mini Adult Dry FoodAlways provide fresh drinking waterDog WeightPouches per dayORPouches + Kibble per day2kg2 &frac14;1 Pouch + 27g4kg41 Pouch + 58g5kg4 &frac12;1 Pouch + 73g6kg5 &frac14;1 Pouch + 86g8kg6 &frac12;1 Pouch + 112g10kg7 &frac34;1 Pouch + 136g,74,5
14228,royal-canin-mini-adult-in-sauce-pouches-wet-dog-food-24-x-85g,Royal Canin,Royal Canin Mini Adult In Sauce Pouches Wet Dog Food 24 x 85g,85g x 24,$55.88,$67.20,Royal Canin Mini Adult Loaf Pouches Wet Dog Food Is Delicious And Nutritious For Your Little Canine Friend Formulated for all small breed adult dogs up to 10kg (10 months &ndash; 12 years old)Digestive Health Supports digestive health and a balance of intestinal floraWeight MaintenanceThe formula contains an adapted energy content to help maintain an ideal weight of small breed dogsHealthy Coat Contains nutrients including EPA/DHA to help support healthy skinHigh PalatabilityYummy chunks of meat in delectable gravy sauceSoft texture for easy consumptionOther InformationThe pouches can be served alone or served on top of dry food12 pouches per pack,"IngredientsComposition Meat and animal derivatives, Cereals, Oils and Fats, Derivatives of Vegetable Origin, Minerals, Various SugarsAdditives (per kg)Vitamin D3: 150IU, E1 (Iron): 6.5mg, E2 (Iodine): 0.2mg, E4 (Copper): 1.7mg, E5 (Manganese): 2mg, E6 (Zinc): 20mg. Technological additives: Clinoptilolite of sedimentary origin: 2 g.Nutritional AnalysisCrude Protein 7.5%, Crude Fat 5.5%, Crude Fibre 1.1%, Crude Ash 1.6%, Moisture 81%, EPA and DHA 0.115%.Calorie Content855 kcal/kg",Feeding GuideThe feeding guide is based on your dog&rsquo;s age and weightYou can feed the pouches individually or with kibbleThe recommended kibble is Royal Canin Mini Adult Dry FoodAlways provide fresh drinking waterDog WeightPouches per dayORPouches + Kibble per day2kg2 &frac14;1 Pouch + 27g4kg41 Pouch + 58g5kg4 &frac12;1 Pouch + 73g6kg5 &frac14;1 Pouch + 86g8kg6 &frac12;1 Pouch + 112g10kg7 &frac34;1 Pouch + 136g,74,5
14229,royal-canin-mini-adult-in-sauce-pouches-wet-dog-food-36-x-85g,Royal Canin,Royal Canin Mini Adult In Sauce Pouches Wet Dog Food 36 x 85g,85g x 36,$83.82,$100.80,Royal Canin Mini Adult Loaf Pouches Wet Dog Food Is Delicious And Nutritious For Your Little Canine Friend Formulated for all small breed adult dogs up to 10kg (10 months &ndash; 12 years old)Digestive Health Supports digestive health and a balance of intestinal floraWeight MaintenanceThe formula contains an adapted energy content to help maintain an ideal weight of small breed dogsHealthy Coat Contains nutrients including EPA/DHA to help support healthy skinHigh PalatabilityYummy chunks of meat in delectable gravy sauceSoft texture for easy consumptionOther InformationThe pouches can be served alone or served on top of dry food12 pouches per pack,"IngredientsComposition Meat and animal derivatives, Cereals, Oils and Fats, Derivatives of Vegetable Origin, Minerals, Various SugarsAdditives (per kg)Vitamin D3: 150IU, E1 (Iron): 6.5mg, E2 (Iodine): 0.2mg, E4 (Copper): 1.7mg, E5 (Manganese): 2mg, E6 (Zinc): 20mg. Technological additives: Clinoptilolite of sedimentary origin: 2 g.Nutritional AnalysisCrude Protein 7.5%, Crude Fat 5.5%, Crude Fibre 1.1%, Crude Ash 1.6%, Moisture 81%, EPA and DHA 0.115%.Calorie Content855 kcal/kg",Feeding GuideThe feeding guide is based on your dog&rsquo;s age and weightYou can feed the pouches individually or with kibbleThe recommended kibble is Royal Canin Mini Adult Dry FoodAlways provide fresh drinking waterDog WeightPouches per dayORPouches + Kibble per day2kg2 &frac14;1 Pouch + 27g4kg41 Pouch + 58g5kg4 &frac12;1 Pouch + 73g6kg5 &frac14;1 Pouch + 86g8kg6 &frac12;1 Pouch + 112g10kg7 &frac34;1 Pouch + 136g,74,5
14230,royal-canin-mini-adult-in-sauce-pouches-wet-dog-food-48-x-85g,Royal Canin,Royal Canin Mini Adult In Sauce Pouches Wet Dog Food 48 x 85g,85g x 48,$92.66,$134.40,Royal Canin Mini Adult Loaf Pouches Wet Dog Food Is Delicious And Nutritious For Your Little Canine Friend Formulated for all small breed adult dogs up to 10kg (10 months &ndash; 12 years old)Digestive Health Supports digestive health and a balance of intestinal floraWeight MaintenanceThe formula contains an adapted energy content to help maintain an ideal weight of small breed dogsHealthy Coat Contains nutrients including EPA/DHA to help support healthy skinHigh PalatabilityYummy chunks of meat in delectable gravy sauceSoft texture for easy consumptionOther InformationThe pouches can be served alone or served on top of dry food12 pouches per pack,"IngredientsComposition Meat and animal derivatives, Cereals, Oils and Fats, Derivatives of Vegetable Origin, Minerals, Various SugarsAdditives (per kg)Vitamin D3: 150IU, E1 (Iron): 6.5mg, E2 (Iodine): 0.2mg, E4 (Copper): 1.7mg, E5 (Manganese): 2mg, E6 (Zinc): 20mg. Technological additives: Clinoptilolite of sedimentary origin: 2 g.Nutritional AnalysisCrude Protein 7.5%, Crude Fat 5.5%, Crude Fibre 1.1%, Crude Ash 1.6%, Moisture 81%, EPA and DHA 0.115%.Calorie Content855 kcal/kg",Feeding GuideThe feeding guide is based on your dog&rsquo;s age and weightYou can feed the pouches individually or with kibbleThe recommended kibble is Royal Canin Mini Adult Dry FoodAlways provide fresh drinking waterDog WeightPouches per dayORPouches + Kibble per day2kg2 &frac14;1 Pouch + 27g4kg41 Pouch + 58g5kg4 &frac12;1 Pouch + 73g6kg5 &frac14;1 Pouch + 86g8kg6 &frac12;1 Pouch + 112g10kg7 &frac34;1 Pouch + 136g,74,5
